,sentiment,time,text,cleaned_text,Lowercase Count,Uppercase Count,Uppercase Words,Uppercase Ratio,Punc Count,num_digits,num_verbs,num_nouns,num_tokens_cleaned,num_tokens_raw,num_words_misspelled,polarity,subjectivity,num_pos_words,num_neg_words
689,negative,28/9/21,"8.3 ounces and a tad expensive is what I'd say about this drink.34 grams of sugar is also a negative for me. I'm not a sugar lover. All in all not big enough to quench my thirst,and not delicious enough to find me coming back for more.Natural but not that intensely citrus.",ounce tad expensive would say gram sugar also negative sugar lover big enough quench thirst delicious enough find come back intensely citrus,57,0,,0.0,4,0,2,6,22,59,4,0.5859,0.525,2,1
2825,positive,30/5/21,"This is the first cold coffee drink (without crushed ice, like a Frappuccino at Starbucks) I have ever had.  I do enjoy coffee, but during the Summer I often turn to soft drinks instead (I usually do not want a hot drink when it is 100 degrees outside).  I was not sure what to expect from this, but was surprised that it was quite delicious and refreshing!  Being a Cappuccino, it has low fat milk (which is nice, since most places just use whole milk), and a hint of cocoa (not too much where you cannot taste the coffee, but there is a hint that makes it perfect)!  Because of the low fat milk and cocoa this beverage has 100 calories, 1.5g of Fat (1g Sat Fat), 19g of Carbs, and 18g of Sugar (from label).  That is not too bad considering what some coffee beverages have.  The coffee is very strong and has a great taste, it is not bitter and drinks very smoothly.<br /><br />When I got this item, I placed it in the fridge and it was in there fore a few days (so it was nice and cold), and it was very refreshing and smooth, the coffee was the primary taste in the drink, and the milk and cocoa were secondary, so you got a nice taste of what tasted like high quality coffee with a smooth finish from the milk and cocoa.  I am very pleased with this drink and found it quite refreshing and a nice change from a standard cup of coffee (especially during these hot days), and with only 100 calories it is a great start to the day!  Highly recommend!!!",first cold coffee drink without crushed ice like frappuccino starbucks ever enjoy coffee summer often turn soft drink instead usually want hot drink degree outside sure expect surprise quite delicious refresh cappuccino low fat milk nice since place use whole milk hint cocoa much taste coffee hint make perfect low fat milk cocoa beverage calorie fat sat fat carbs sugar label bad consider coffee beverage coffee strong great taste bitter drink smoothly get item place fridge fore day nice cold refresh smooth coffee primary taste drink milk cocoa secondary get nice taste taste like high quality coffee smooth finish milk cocoa pleased drink find quite refreshing nice change standard cup coffee especially hot day calories great start day highly recommend,323,0,,0.0,50,0,15,55,120,331,6,0.9886,0.619506,5,1
3705,negative,31/7/20,"I go through a lot of coconut milk and this is the only brand I'll buy because Native Forest is the only company I know of that uses BPA free cans.  However the product is very inconsistent.  Sometime I get wonderful rich thick coconut milk and other times its watery, curdled, and gritty.  The watery stuff does not do well in my recipes at all.  I saw other reviewers said it has to do with whether the cans came from Sri Lanka or Thailand.  I will not be ordering these from amazon.  Even though it is more expensive at the store, I want to be able to make sure I'm getting the thick coconut milk.  It's really unacceptable that two completely different products are being sold as the same product.",go lot coconut milk brand buy native forest company know use bpa free can however product inconsistent sometime get wonderful rich thick coconut milk time watery curdle gritty watery stuff well recipes saw reviewer say whether can come sri lanka thailand order amazon even though expensive store want able make sure get thick coconut milk really unacceptable two completely different product sell product,135,1,BPA,0.006944,11,1,12,25,63,144,3,0.9137,0.660354,3,0
3393,positive,28/9/21,"These healthy flakes taste very good even though they are low in sugar and high in fiber and nutritional value. They do lose their crispiness in a bowl of milk, but I either eat fast or snack on the flakes right out of the box. These make a great healthy substitute for other wheat flake cereals on the market.",healthy flake taste good even though low sugar high fiber nutritional value lose crispiness bowl milk either eat fast snack flake right box make great healthy substitute wheat flake cereal market,62,0,,0.0,4,0,2,16,31,63,1,0.875,0.540714,1,0
582,positive,29/5/20,"I normally purchase already-grown containers of cat grass at my local pet store. However, the last few pots developed bugs in them, which just wasn't sanitary. I bought these seeds from Hirts and they grew insanely fast! My cats love the taste. I've already bought another pack so I can re-plant once the cats finish off this batch.",normally purchase container cat grass local pet store however last pot develop bug sanitary buy seed hirts grow insanely fast cat love taste already buy another pack cat finish batch,63,0,,0.0,7,0,5,15,30,67,4,0.6369,0.383333,1,0
5262,negative,16/10/21,I was so excited when I heard about this product. I love pork rinds. But these have a nasty chemical smell and they really don't taste good at all. Don't waste your money. I actually threw the remaining 17 packages away. They REALLY SUCK!!!!,excite heard product love pork rinds nasty chemical smell really taste good waste money actually throw remain package away really suck,49,2,"REALLY, SUCK",0.036364,9,0,2,8,21,55,1,0.1585,0.385714,1,1
4674,negative,10/8/18,"I don't expect great hot chocolate from a k-cup, but it should at least taste like there's some cocoa in it. I can't believe how bad this stuff tastes. I tried it 3 times, and then threw the rest away.",expect great hot chocolate least taste like cocoa believe bad stuff taste try time threw rest away,45,0,,0.0,5,0,3,7,17,48,3,0.4767,0.666667,1,1
1423,positive,29/1/21,This was my first time ordering from this company. They're fast and a great product. Will def be ordering more flavorings in the future.,first time order company fast great product def order flavoring future,28,0,,0.0,3,0,0,8,11,28,2,0.6249,0.452083,1,0
1559,positive,8/6/21,"I had tried a tahini before I bought the Kevala tahini and I didn't like it at all.Then I found the Kevala tahini on Amazon and I decided to give it a try. I love it, it's rich,creamy, organic and it tastes good. I will probably buy it again.",try tahini buy kevala tahini like find kevala tahini amazon decide give try love rich creamy organic taste good probably buy,51,0,,0.0,6,0,4,10,21,58,5,0.9313,0.65,2,0
212,positive,4/8/21,"Good snack that doesn't have oil, salt, sugar, etc. I keep the jar in a draw at work and avoid the candy machine.",good snack oil salt sugar etc keep jar draw work avoid candy machine,28,0,,0.0,5,0,1,8,13,29,1,0.1779,0.6,0,0
4957,negative,9/3/18,"The flavor is decent (berry vanilla), but I just can't handle the texture.  It's like a mouthful of sawdust that just disintegrates when you bite into it.  I've been gluten free for about 6 years, and there are much better products out there.  My kids won't even eat these!",flavor decent berry vanilla handle texture like mouthful sawdust disintegrates bite gluten free year much good product kid even eat,59,0,,0.0,8,0,3,10,20,61,2,0.8271,0.688889,1,0
562,positive,31/7/21,"This Melitta decaf Riviera Sunset coffee has an excellent taste.  There is none of the weird aftertaste you get with some other decaf coffees.  It's a smooth, mellow taste, even a little sweet and with a hint of cocoa.  I really enjoyed this.  The grind is listed as extra fine, but I didn't find it particularly fine myself.  When I grind my own beans, I have a finer grind than this, but I still expected a stronger taste from the Melitta than I would from other store brands.  However, the Melitta decaf was actually slightly weaker than other store brands we have tried.  We like our coffee strong, about 1/2 cup ground coffee for 4 to 4 1/2 cups water (using measuring cups).  This ratio was not quite strong enough for me with the Melitta, but that is easily adjustable.  The nice thing about the coffee is that, even when I made it very strong, the smoothness remained.  I will definitely be trying other types of Melitta coffee in the future.",melitta decaf riviera sunset coffee excellent taste none weird aftertaste get decaf coffee smooth mellow taste even little sweet hint cocoa really enjoy grind list extra fine find particularly fine grind bean finer grind still expect strong taste melitta would store brand however melitta decaf actually slightly weak store brand try like coffee strong cup ground coffee cup water use measure cup ratio quite strong enough melitta easily adjustable nice thing coffee even make strong smoothness remain definitely try type melitta coffee future,188,0,,0.0,23,0,9,40,83,196,3,0.9868,0.619298,5,0
